id,year,title,rating,pass
2035,2004,Terminal. The,1,0
6312,2004,Barbie as the Princess and the Pauper,3,1
4059,2004,Connie and Carla,3,1
7639,2004,House of D,1,0
9363,2004,Marseille,3,1
2768,2004,Three... Extremes,3,1
1348,2004,Double Dare,3,1
104,2004,Butterfly Effect. The,2,0
5401,2004,Librarian: Quest for the Spear. The,3,1
3130,2004,Ray,3,1
3971,2004,Polar Express. The,1,0
213,2004,Harold and Kumar Go to White Castle,3,1
2514,2004,Duck Season,1,0
1420,2004,Primer,1,0
2946,2004,Final Cut. The,2,0
7653,2004,One Point O,1,0
3454,2004,Raising Helen,3,1
6907,2004,Naruto the Movie: Ninja Clash in the Land of Snow,3,1
1731,2004,Spider-Man 2,1,0
1798,2004,Or,3,1
1461,2004,Innocence,3,1
6842,2004,Door in the Floor. The,1,0
50,2004,Incredibles. The,3,1
7119,2004,Dead Man&#39;s Shoes,1,0
6748,2004,9 Songs,0,0
5659,2004,Machinist. The,1,0
7602,2004,Sleepover,3,1
133,2004,Eternal Sunshine of the Spotless Mind,2,0
916,2004,I Heart Huckabees,3,1
8680,2004,In my country,3,1
5201,2004,Dodgeball: A True Underdog Story,3,1
4438,2004,Home on the Range,3,1
8546,2004,Stop Mom Theresa!,2,0
9323,2004,Walking Tall,1,0
6257,2004,Mango Kiss,3,1
9480,2004,Confessions of Teenage Drama Queen,3,1
2249,2004,Sideways,3,1
7617,2004,Before the Fall,1,0
7234,2004,Blessed,3,1
37,2004,I. Robot,1,0
3450,2004,Scooby Doo 2: Monsters Unleashed,3,1
7790,2004,Punisher. The,1,0
1131,2004,Stepford Wives. The,3,1
1890,2004,Terkel i knibe,1,0
1592,2004,Around the World in 80 Days,1,0
3565,2004,Spirit of Jeet Kune Do. The,1,0
5988,2004,Swades,3,1
807,2004,Saw,2,0
4630,2004,Nina,3,1
509,2004,Kill Bill: Vol. 2,3,1
5629,2004,Bionicle 2: Legends of Metru Nui,0,0
1539,2004,Chronicles of Riddick. The,2,0
2041,2004,My Summer of Love,3,1
4408,2004,Life Aquatic with Steve Zissou. The,2,0
7471,2004,Stage Beauty,2,0
1021,2004,Princess Diaries 2: Royal Engagement. The,3,1
6150,2004,Raise Your Voice,3,1
3554,2004,Kung Fu Hustle,0,0
5877,2004,Being Julia,3,1
2080,2004,Immortal (Ad Vitam),3,1
281,2004,Resident Evil: Apocalypse,3,1
5573,2004,Dear Frankie,3,1
1060,2004,Mickey. Donald. Goofy: The Three Musketeers,2,0
4587,2004,Nemmeno il destino,1,0
8959,2004,Stuck in the Suburbs,3,1
8132,2004,Passion of the Christ. The,3,1
4696,2004,Creep,3,1
4389,2004,Crimes of Fashion,3,1
4979,2004,Shark Tale,1,0
5824,2004,She Hate Me,2,0
6070,2004,Puppet Master vs Demonic Toys,3,1
2995,2004,With Blood on My Hands: Pusher II,3,1
2266,2004,Garden State,3,1
132,2004,Whole Ten Yards. The,1,0
551,2004,D.E.B.S.,3,1
9425,2004,G.O.R.A.,2,0
3609,2004,Crash,3,1
2501,2004,A Home at the End of The World,3,1
682,2004,Sky Captain and the World of Tomorrow,3,1
750,2004,A Dirty Shame,3,1
6077,2004,Lion King 1 1/2. The,1,0
8545,2004,Magyar vandor,0,0
957,2004,Van Helsing,3,1
2871,2004,Head-On,3,1
342,2004,Wimbledon,3,1
9191,2004,Pokemon the Movie: Destiny Deoxys,1,0
7648,2004,Mindhunters,1,0
1221,2004,Say Yes Quickly,3,1
5038,2004,In Search of Santa,3,1
7342,2004,Romasanta,2,0
3557,2004,3-Iron,1,0
565,2004,Iron Jawed Angels,3,1
4726,2004,House of Voices (Saint Ange),3,1
3311,2004,Maria Full of Grace,3,1
4486,2004,Taxi,3,1
1096,2004,In Good Company,1,0
349,2004,Ae Fond Kiss...,2,0
4525,2004,Secret Window,1,0
2612,2004,Vera Drake,3,1
4292,2004,Ginger Snaps 2: Unleashed,3,1
2817,2004,Mysterious Skin,1,0
5920,2004,Alexander,1,0
4083,2004,Gladiatress,3,1
2921,2004,Cellular,3,1
3772,2004,Place Promised in Our Early Days. The,1,0
4565,2004,Caribe,3,1
1565,2004,North and South,3,1
2032,2004,Closer,3,1
746,2004,Spanglish,3,1
1871,2004,Finding Neverland,3,1
6923,2004,Sea Inside. The,3,1
5392,2004,Jennifer&#39;s Shadow,3,1
953,2004,Cube Zero,3,1
1748,2004,Der Untergang (Downfall),3,1
9120,2004,Soul Plane,3,1
5968,2004,Christmas with the Kranks,3,1
7612,2004,A Separate Peace,0,0
785,2004,Shimotsuma monogatari (Kamikaze Girls),3,1
6149,2004,Taking Lives,2,0
853,2004,Ella Enchanted,3,1
561,2005,Brick,1,0
3619,2005,Mr. &amp; Mrs. Smith,2,0
1059,2005,Legend of Zorro. The,1,0
8453,2005,Little Fish,3,1
461,2005,Hide and Seek,3,1
1587,2005,Muppets&#39; Wizard of Oz. The,3,1
218,2005,Assault on Precinct 13,3,1
1729,2005,Squid and the Whale. The,2,0
7075,2005,Free Zone,3,1
8390,2005,Producers. The,0,0
4454,2005,Adam &amp; Steve,3,1
1425,2005,Saw II,3,1
4528,2005,Exorcism of Emily Rose. The,3,1
6503,2005,Pacifier. The,3,1
2291,2005,Shopgirl,2,0
4593,2005,Bewitched,3,1
674,2005,Star Wars: Episode III - Revenge of the Sith,1,0
4118,2005,Kids in America,3,1
2233,2005,Me and You and Everyone We Know,3,1
8537,2005,Quiet. The,3,1
6212,2005,Prize Winner of Defiance. Ohio. The,3,1
2369,2005,Nana,3,1
914,2005,Casanova,3,1
5524,2005,Romance &amp; Cigarettes,3,1
5166,2005,Barbie and the Magic of Pegasus,3,1
8476,2005,Where the Truth Lies,3,1
415,2005,Hard Candy,3,1
6485,2005,Little Manhattan,3,1
816,2005,40 Year Old Virgin. The,3,1
8544,2005,Just Sex and Nothing Else,2,0
5395,2005,Gekijoban XXXHolic Manatsu no yoru no yume,3,1
4718,2005,Last Order: Final Fantasy VII,0,0
756,2005,North Country,3,1
788,2005,Oliver Twist,1,0
8519,2005,All the Invisible Children,3,1
1913,2005,Danny the dog,1,0
1627,2005,AEon Flux,3,1
3660,2005,Ring Two. The,3,1
3727,2005,Yours. Mine and Ours,3,1
2254,2005,Enron: The Smartest Guys in the Room,1,0
2351,2005,Cinderella Man,2,0
5051,2005,Die You Zombie Bastards!,1,0
2024,2005,Call of Cthulhu. The,0,0
5886,2005,Violin. The,1,0
5547,2005,Bad Reputation,3,1
1396,2005,Just Like Heaven,3,1
2522,2005,Dark Water,3,1
6403,2005,Longest Yard. The,1,0
4150,2005,Must Love Dogs,2,0
3430,2005,Proof,3,1
4254,2005,Pride and Prejudice,3,1
5455,2005,Proposition. The,1,0
262,2005,Transamerica,3,1
1044,2005,Sophie Scholl - Die letzten Tage,3,1
330,2005,Joyeux No&euml;l,0,0
4676,2005,Cursed,3,1
7396,2005,West Bank Story,1,0
4747,2005,Boynton Beach Club,3,1
3995,2005,Beauty Shop,3,1
685,2005,Water,3,1
2568,2005,Ballad of Jack and Rose. The,3,1
67,2005,Sin City,3,1
2739,2005,Hoodwinked!,3,1
1656,2005,In Her Shoes,3,1
2412,2005,Rent,3,1
4795,2005,Transporter 2,1,0
2511,2005,Strangers with Candy,3,1
2575,2005,Coach Carter,3,1
6121,2005,Rinne,3,1
4352,2005,Bratz: Rock Angelz,3,1
1761,2005,A Bittersweet Life (Dalkomhan insaeng),2,0
2518,2005,Fun with Dick and Jane,3,1
3698,2005,Hostel,1,0
6014,2005,Breakfast on Pluto,2,0
3767,2005,Wedding Date. The,3,1
7625,2005,Cry_Wolf,3,1
2290,2005,Red Eye,3,1
5012,2005,Sweet Land,3,1
8139,2005,Kronk&#39;s New Groove,3,1
1072,2005,War of the Worlds,3,1
4218,2005,BloodRayne,3,1
89,2005,V for Vendetta,3,1
6170,2005,Die Hohle des gelben Hundes,3,1
517,2005,Island. The,3,1
1644,2005,Sun. The,0,0
3149,2005,Madagascar,0,0
3991,2005,Capote,3,1
6414,2005,Funky Forest: The First Contact,3,1
414,2005,Thank You for Smoking,1,0
7256,2005,Grey&#39;s Anatomy,0,0
4992,2005,Rings,1,0
5498,2005,Swimmers,3,1
2603,2005,Fingersmith,3,1
8550,2005,Say Uncle,2,0
5112,2005,Zathura: A Space Adventure,0,0
4724,2005,Paradise Now,1,0
4798,2005,Keeping Mum,3,1
379,2005,Descent. The,3,1
1951,2005,Mrs Palfrey at The Claremont,3,1
3246,2005,Hustle &amp; Flow,3,1
5252,2005,Star Wars: Revelations,3,1
4113,2005,Hitch,2,0
2293,2005,Kinky Boots,3,1
8532,2005,Stay,1,0
229,2005,Kiss Kiss Bang Bang,1,0
328,2005,Herbie Fully Loaded,3,1
7184,2005,Rofuto,3,1
21,2005,Pleasure Drivers. The,3,1
5800,2005,A History of Violence,3,1
4783,2005,Separate Lies,1,0
1018,2005,Into Great Silence,0,0
2933,2005,Nine Lives,3,1
1150,2005,Kingdom of Heaven,0,0
4961,2005,Adam&#39;s Apples,0,0
5030,2005,Tjenare kungen,3,1
4648,2005,20 centimetros,3,1
9092,2005,Wallace &amp; Gromit: The Curse of the Were-Rabbit,1,0
1753,2005,Waiting...,3,1
8415,2005,Twitches,1,0
1819,2005,Sky High,3,1
4171,2005,Single White Female 2: The Psycho,3,1
4968,2005,Boogeyman,2,0
825,2005,Skeleton Key. The,3,1
3046,2005,L&#39;empire des loups,3,1
5372,2005,Turtles Are Surprisingly Fast Swimmers,3,1
5046,2005,Boy Eats Girl,2,0
4386,2005,Fog. The,3,1
250,2005,Jarhead,0,0
4834,2005,Gespenster,3,1
4077,2005,Match Point,3,1
3697,2005,Constantine,1,0
4178,2005,Twelve and Holding,3,1
1922,2005,Sisterhood of the Traveling Pants. The,3,1
3053,2005,Final Fantasy VII: Advent Children,3,1
865,2005,Broken Flowers,3,1
6568,2005,House of Wax,2,0
2458,2005,Sisters in Law,3,1
4769,2005,White Noise,1,0
9139,2005,La moustache,2,0
7529,2005,Perfect Man. The,3,1
706,2005,King Kong,0,0
1532,2005,New World. The,3,1
7248,2005,Linda Linda Linda,3,1
3843,2005,Legion of the Dead,3,1
2687,2005,Dear Wendy,1,0
6575,2005,Monster-in-Law,0,0
1275,2005,Angel-A,0,0
3184,2005,Isolation,1,0
364,2005,Junebug,3,1
1872,2005,Jacket. The,2,0
2270,2005,Wedding Crashers,3,1
168,2005,Walk the Line,3,1
204,2005,Serenity,3,1
5302,2005,Valiant,1,0
420,2005,Good Night. and Good Luck.,1,0
4234,2005,Vampire Bats,3,1
4688,2005,Amityville Horror. The,3,1
3237,2005,Memoirs of a Geisha,3,1
5178,2005,Aura. The,1,0
4039,2005,Barbie: Fairytopia,3,1
378,2005,Man of the House,3,1
40,2005,Batman Begins,1,0
76,2005,Hitchhiker&#39;s Guide to the Galaxy. The,1,0
6640,2005,Elektra,3,1
8664,2005,Tickets,0,0
3628,2005,Devil&#39;s Rejects. The,3,1
735,2005,Chinjeolhan geumjassi,3,1
2292,2005,Domino,3,1
1074,2005,Miss Congeniality 2: Armed &amp; Fabulous,3,1
2559,2005,Tristram Shandy: A Cock and Bull Story,2,0
2037,2005,Brokeback Mountain,2,0
4711,2005,Son of the Mask,1,0
7539,2005,Four Brothers,1,0
1149,2005,Doom,1,0
2630,2005,Tideland,3,1
1907,2005,Adventures of Sharkboy and Lavagirl 3-D. The,1,0
4229,2005,Rumor Has It...,3,1
99,2005,Robots,1,0
2509,2005,Flightplan,3,1
2541,2005,Fantastic Four,1,0
4518,2005,Munich,1,0
7198,2005,Wolf Creek,3,1
7266,2005,Little Einsteins,1,0
2417,2005,Charlie and the Chocolate Factory,3,1
4761,2005,Le couperet,3,1
1390,2005,Corpse Bride,3,1
1422,2005,Factotum,1,0
5747,2005,Fr&aacute;giles (Fragile),3,1
604,2005,Conversations with Other Women,0,0
3631,2005,House of the Dead 2,3,1
1496,2005,Mostly Unfabulous Social Life of Ethan Green. The,3,1
4629,2005,Three Burials of Melquiades Estrada. The,3,1
5059,2005,Mortuary,3,1
1642,2005,Constant Gardener. The,3,1
2398,2005,Happy Endings,3,1
7390,2005,13 Tzameti,1,0
3677,2005,Ice Princess,3,1
1470,2005,Chronicles of Narnia: The Lion. the Witch and the Wardrobe. The,3,1
23,2005,Wild Things: Diamonds in the Rough,3,1
5697,2005,C.R.A.Z.Y.,3,1
8908,2005,Elizabethtown,3,1
2334,2005,Harry Potter and the Goblet of Fire,1,0
5463,2005,Urban Legends: Bloody Mary,3,1
5103,2005,Lords of Dogtown,2,0
4339,2005,Hate Crime,2,0
2072,2005,Lord of War,2,0
3266,2005,MirrorMask,3,1
719,2005,Imagine Me &amp;amp; You,3,1
7193,2005,Chicken Little,1,0
4233,2005,Stealth,1,0
893,2006,Illusionist. The,0,0
3199,2006,Material Girls,3,1
7103,2006,&quot;Masters of Horror&quot; Sounds Like,0,0
7550,2006,Prince &amp; Me II: The Royal Wedding. The,3,1
1853,2006,Zoom,3,1
2980,2006,Apart From That,3,1
3014,2006,Rainbow Song,3,1
3830,2006,University of Illinois vs. a Mummy. The,3,1
4288,2006,Superman Returns,1,0
934,2006,Still Life (Sanxia haoren),2,0
2615,2006,Requiem,3,1
4625,2006,Painted Veil. The,3,1
4665,2006,When a Stranger Calls,3,1
5088,2006,Bug,3,1
1302,2006,Jackass Number Two,1,0
7117,2006,&quot;Masters of Horror&quot; Valerie on the Stairs,3,1
6137,2006,5ive Girls,3,1
8644,2006,Tales from Earthsea,1,0
2036,2006,Prestige. The,1,0
3957,2006,Farval Falkenberg,0,0
9471,2006,Rosso come il cielo,1,0
2898,2006,Science of Sleep. The,3,1
366,2006,Volver,3,1
8060,2006,Que tan lejos,3,1
7293,2006,Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,3,1
7366,2006,Barnyard,3,1
921,2006,Inland Empire,3,1
2802,2006,I&#39;m a Cyborg. But That&#39;s OK,3,1
7096,2006,&quot;Masters of Horror&quot; The Screwfly Solution,3,1
9190,2006,Wicker Man. The,1,0
2572,2006,Bon Cop. Bad Cop,1,0
1481,2006,Kidulthood,3,1
6456,2006,U,3,1
4236,2006,Brother Bear 2,3,1
7679,2006,Scary Movie 4,3,1
4690,2006,Fay Grim,3,1
7038,2006,&quot;Masters of Horror&quot; Pick Me Up,2,0
2579,2006,We Are Marshall,1,0
4939,2006,Bordertown,3,1
1888,2006,Perfume: The Story of a Murderer,3,1
830,2006,Zwartboek,3,1
3051,2006,Curse of the Golden Flower,2,0
2057,2006,Times and Winds,3,1
603,2006,Puccini for Beginners,3,1
221,2006,Casino Royale,1,0
4424,2006,Half Light,3,1
290,2006,Marie Antoinette,3,1
5585,2006,Lonely Hearts,3,1
1102,2006,Friends with Money,3,1
7596,2006,Step Up,3,1
1927,2006,Southland Tales,3,1
5016,2006,Altered,0,0
3988,2006,Avenue Montaigne,3,1
7085,2006,&quot;Masters of Horror&quot; The V Word,0,0
3326,2006,Idlewild,3,1
6038,2006,Grbavica,3,1
6445,2006,Tales from the Grudge,3,1
521,2006,Little Children,3,1
5834,2006,Day Night Day Night,3,1
2405,2006,Page Turner. The,3,1
650,2006,Caffeine,3,1
9119,2006,Fast and the Furious: Tokyo Drift . The,1,0
1442,2006,Shortbus,3,1
3335,2006,Aquamarine,3,1
3785,2006,Hogfather,3,1
3005,2006,History Boys. The,1,0
2340,2006,Good Shepherd. The,0,0
3127,2006,Zombie Diaries. The,3,1
4312,2006,Snow cake,3,1
1449,2006,Fast Food Nation,3,1
725,2006,Wind That Shakes the Barley. The,1,0
3760,2006,Red Road,3,1
791,2006,Das Leben Der Anderen,0,0
7303,2006,Peliculas para no dormir: La culpa,3,1
5815,2006,Dreamgirls,3,1
4694,2006,Wendy Wu: Homecoming Warrior,3,1
3168,2006,This Film Is Not Yet Rated,3,1
4729,2006,Arthur and the Invisibles,0,0
4802,2006,Brave Story,1,0
5249,2006,High School Musical,3,1
8529,2006,Ferfiakt,1,0
3054,2006,Paris je t&#39;aime,3,1
2713,2006,Return To Halloweentown,3,1
1702,2006,Slither,3,1
224,2006,I Served the King of England,1,0
5158,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1,0
5191,2006,Da Vinci Code. The,1,0
2525,2006,A Prairie Home Companion,3,1
4500,2006,Psych,3,1
1898,2006,Miss Potter,3,1
9277,2006,failure to launch,1,0
2297,2006,Dreamland,3,1
3465,2006,In Paris,1,0
2002,2006,Tekkon kinkurito,0,0
198,2006,Pursuit of Happyness. The,0,0
7088,2006,Hills Have Eyes. The,3,1
2532,2006,Ultraviolet,1,0
1873,2006,Black Christmas,3,1
1147,2006,Eragon,1,0
1937,2006,Fountain. The,3,1
4227,2006,Lady in the Water,2,0
920,2006,Man of the Year,1,0
3193,2006,Love &amp; Suicide,3,1
1022,2006,For the Love of a Child,3,1
653,2006,Offside,3,1
8412,2006,La noche de los girasoles,2,0
372,2006,Starter for 10,2,0
421,2006,El laberinto del fauno (Pan's Labyrinth),3,1
8033,2006,La vie secr&egrave;te des gens heureux,1,0
7264,2006,Hannah Montana,1,0
6151,2006,This is England,3,1
7299,2006,Peliculas para no dormir: Para entrar a vivir,3,1
144,2006,Devil Wears Prada. The,3,1
7070,2006,&quot;Masters of Horror&quot; Family,2,0
627,2006,She&#39;s the Man,3,1
5213,2006,Reprise,1,0
762,2006,Bring It On: All or Nothing,3,1
2610,2006,After the Wedding,2,0
6869,2006,Madeinusa,3,1
7044,2006,&quot;Masters of Horror&quot; Imprint,0,0
2089,2006,Inside Man,3,1
289,2006,Crank,0,0
736,2006,Amazing Grace,1,0
9237,2006,Shaggy Dog. The,2,0
2260,2006,I&#39;m Reed Fish,2,0
1894,2006,Snakes on a Plane,3,1
9272,2006,Talladega Nights: The Ballad of Ricky Bobby,2,0
4595,2006,Final Destination 3,3,1
1596,2006,Bambi II,1,0
976,2006,Nina&#39;s Heavenly Delights,3,1
5519,2006,Cow Belles,3,1
4398,2006,Loving Annabelle,3,1
5925,2006,Babel,3,1
2199,2006,Hula Girls,3,1
7567,2006,Monmon the Water Spider,0,0
4918,2006,Poseidon,2,0
3812,2006,Flushed Away,0,0
3959,2006,Dor,3,1
2900,2006,A Crime,1,0
4892,2006,Break Up. The,1,0
3784,2006,Ant Bully. The,2,0
2339,2006,A Guide to Recognizing Your Saints,1,0
923,2006,Black Sheep,1,0
559,2006,Stranger Than Fiction,3,1
5840,2006,Grandma&#39;s Boy,3,1
6762,2006,All The King&#39;s Men,1,0
2941,2006,Clerks II,3,1
5675,2006,Good German. The,1,0
5306,2006,Apocalypto,3,1
1189,2006,Dead Girl. The,3,1
6903,2006,Bleach: Memories of Nobody,3,1
9296,2006,World Trade Center,2,0
3080,2006,I Do,3,1
2117,2006,Architect. The,3,1
317,2006,X-Men: The Last Stand,3,1
5248,2006,Elephants Dream,0,0
7977,2006,Glory Road,3,1
10,2006,Idiocracy,1,0
7624,2006,Conversations with God,1,0
1558,2006,You. Me and Dupree,1,0
7309,2006,Peliculas para no dormir: Regreso a Moira,1,0
2360,2006,A Scanner Darkly,1,0
4293,2006,Fido,2,0
2026,2006,Nacho Libre,0,0
5549,2006,Barbie in the 12 Dancing Princesses,3,1
5288,2006,Hello Sister. Goodbye Life,3,1
1138,2006,Lucky Number Slevin,1,0
4401,2006,Cashback,3,1
2498,2006,Notes on a Scandal,3,1
332,2006,Children of Men,3,1
5262,2006,Poultrygeist: Night of the Chicken Dead,1,0
1505,2006,Liu hao chukou (Exit No. 6),3,1
2800,2006,Il caimano (The Caiman),3,1
1347,2006,Woods. The,3,1
1412,2006,Queen. The,3,1
2538,2006,Guardian. The,1,0
9188,2006,Heartbreak Hotel,1,0
2570,2006,Five Across the Eyes,3,1
2277,2006,Bonneville,3,1
8549,2006,Wedding Wars,2,0
1581,2006,Ice Age: The Meltdown,1,0
1615,2006,For Your Consideration,3,1
530,2006,Once,2,0
8723,2006,Sideline Secrets,3,1
4830,2006,Mukhsin,3,1
793,2006,Silent Hill,3,1
5049,2006,Dead &amp; Deader,1,0
1665,2006,Stick It,3,1
7793,2006,RV,3,1
5511,2006,Hollywoodland,2,0
6401,2006,Beerfest,3,1
9203,2006,Away from Her,3,1
3769,2006,Rang De Basanti,3,1
2616,2006,Wristcutters: A Love Story,1,0
3460,2006,Take the Lead,3,1
4626,2006,Blood Diamond,1,0
1271,2006,300,0,0
5552,2006,Pink Panther. The,1,0
2527,2006,Fall. The,3,1
8871,2006,Miami Vice,1,0
615,2006,Akeelah and the Bee,3,1
9472,2006,Over the Hedge,3,1
3643,2006,Grudge 2. The,3,1
7090,2006,&quot;Masters of Horror&quot; Pelts,1,0
648,2006,Little Miss Sunshine,3,1
4819,2006,London To Brighton,3,1
5233,2006,Candy,3,1
1811,2006,Smokin&#39; Aces,3,1
2932,2006,Gymnast. The,3,1
2566,2006,Gigolos. The,1,0
6450,2006,Saw III,3,1
2598,2006,Quinceanera,3,1
416,2006,Night at the Museum,3,1
1542,2006,A Few Days in September,3,1
171,2006,Penelope,3,1
1719,2006,Mulberry Street,1,0
9091,2006,Behind the Mask: The Rise of Leslie Vernon,1,0
1415,2006,Departed. The,1,0
5606,2006,Mission: Impossible III,1,0
4899,2006,Sherrybaby,3,1
4202,2006,DOA: Dead or Alive,3,1
6526,2006,Another Gay Movie,3,1
1946,2006,Cars,1,0
7039,2006,&quot;Masters of Horror&quot; Haeckel&#39;s Tale,0,0
215,2006,Holiday. The,3,1
3661,2006,Monster House,3,1
284,2006,Brand Upon The Brain!,3,1
2580,2006,Letters from Iwo Jima,1,0
1489,2006,Big Bad Swim. The,3,1
1523,2006,Gray Matters,3,1
3018,2006,Warau Mikaeru,3,1
3834,2006,Suburban Mayhem,3,1
6194,2006,Accepted,1,0
2359,2006,Half Nelson,3,1
938,2006,Last Holiday,3,1
7114,2006,&quot;Masters of Horror&quot; Pro-Life,3,1
5287,2006,A fost sau n-a fost?,1,0
1864,2006,Paprika,3,1
6168,2006,Unknown Woman. The,3,1
7315,2006,Peliculas para no dormir: Adivina quien soy,3,1
6574,2006,Madea&#39;s Family Reunion,0,0
5424,2006,Librarian: Return to King Solomon&#39;s Mines. The,1,0
3571,2006,John Tucker Must Die,3,1
4848,2006,To Have and to Hold,3,1
7637,2006,Happy Feet,3,1
5358,2006,Click,3,1
3849,2006,Host. The,3,1
1605,2006,On the Trail of Igor Rizzi,0,0
167,2006,Pirates of the Caribbean: Dead Man&#39;s Chest,2,0
5868,2006,Barbie Diaries. The,3,1
7812,2006,Tenacious D in the Pick of Destiny,0,0
6352,2006,Covenant. The,3,1
4856,2006,Lake House. The,3,1
4130,2006,Black Dahlia,1,0
370,2006,Bandidas,3,1
1878,2006,Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),3,1
1152,2006,Art School Confidential,3,1
3786,2006,Open Season,1,0
5704,2006,Kamome Diner,3,1
1910,2006,Running with Scissors,3,1
4313,2007,Bratz: Fashion Pixiez,3,1
3935,2007,Out at the Wedding,3,1
7001,2007,Awake,3,1
312,2007,Tropa de Elite,3,1
3343,2007,Timecrimes,0,0
6905,2007,Bleach Movie 2: The Diamond Dust Rebellion,2,0
600,2007,Darjeeling Limited. The,1,0
667,2007,Paranormal Activity,3,1
2519,2007,Fracture,1,0
7142,2007,Cafe com Leite,0,0
3731,2007,Evangelion: 1.0: You Are (Not) Alone,3,1
12,2007,Outlaw,1,0
6577,2007,Epic Movie,3,1
5055,2007,Flight of the Living Dead,3,1
1671,2007,Bad Mother&#39;s Handbook. The,3,1
1466,2007,Vexille,3,1
1899,2007,How About You,3,1
842,2007,Live Free or Die Hard,1,0
476,2007,Ocean's Thirteen,1,0
949,2007,Atonement,3,1
9424,2007,Mr. Bean&#39;s Holiday,0,0
2795,2007,Lars and the real Girl,3,1
4060,2007,Se upp f&ouml;r d&aring;rarna,3,1
1439,2007,Cocalero,3,1
2597,2007,Condemned. The,1,0
4162,2007,We Own the Night,0,0
27,2007,Premonition,3,1
3069,2007,Eastern Promises,3,1
5028,2007,Life Before Her Eyes. The,3,1
8576,2007,Aliens vs. Predator: Requiem,3,1
7714,2007,Barbie Fairytopia: Magic of the Rainbow,3,1
2409,2007,Margot at the Wedding,3,1
3615,2007,Dan in Real Life,3,1
7131,2007,&quot;Masters of Horror&quot; Dream Cruise,1,0
373,2007,Harry Potter and the Order of the Phoenix,3,1
2976,2007,In the Arms of My Enemy,0,0
2604,2007,Northanger Abbey,3,1
422,2007,Transformers,3,1
1945,2007,Meet the Robinsons,1,0
6603,2007,Nancy Drew,3,1
2743,2007,Man from London. The,3,1
4007,2007,I Know Who Killed Me,3,1
995,2007,Crashing,2,0
6735,2007,Babysitters. The,3,1
2147,2007,Visitor. The,3,1
8,2007,Futurama: Bender's Big Score,2,0
1522,2007,Death at a Funeral,3,1
3086,2007,Beowulf,3,1
188,2007,Hairspray,3,1
7078,2007,Lions for lambs,0,0
8732,2007,Rosa: The Movie,3,1
1799,2007,Band&#39;s Visit. The,1,0
3494,2007,Gone,3,1
546,2007,Vacancy,0,0
6617,2007,Grandpa for Christmas,3,1
1706,2007,Ninas Mal,3,1
3604,2007,If I Had Known I Was a Genius,2,0
2529,2007,Young People Fucking,1,0
1806,2007,4 Months. 3 Weeks and 2 Days,3,1
4886,2007,Far North,3,1
777,2007,Enchanted,3,1
479,2007,Disturbia,3,1
3545,2007,Black Water,3,1
166,2007,Wool 100%,3,1
3577,2007,Negative Happy Chain Saw Edge,0,0
585,2007,Sunshine,1,0
1713,2007,Ekusute (Exte: Hair Extensions),3,1
4439,2007,Because I Said So,3,1
2207,2007,Year of the dog,3,1
1151,2007,Jane Austen Book Club. The,3,1
30,2007,88 Minutes,1,0
6631,2007,Flatland: The Movie,2,0
2478,2007,Eagle vs Shark,3,1
2111,2007,Watching the Detectives,1,0
6795,2007,I&#39;m Not There.,1,0
6828,2007,Shotgun Stories,3,1
3013,2007,Death Defying Acts,3,1
1552,2007,XXY,3,1
3206,2007,1408,3,1
5509,2007,Mataharis,3,1
3663,2007,Ten Inch Hero,3,1
351,2007,Hot Fuzz,1,0
766,2007,P.S. I Love You,3,1
11,2007,Next,2,0
5451,2007,Shut em up,1,0
1008,2007,Charlie Bartlett,2,0
1802,2007,Tricks,3,1
4153,2007,King of Kong: A Fistful of Quarters. The,1,0
3774,2007,We Are the Strange,0,0
2621,2007,Shelter,1,0
2655,2007,My Blueberry Nights,3,1
4984,2007,P2,3,1
549,2007,I Am Legend,3,1
7773,2007,Cleaner,1,0
948,2007,Evening,3,1
5930,2007,Ha-Sodot (The Secrets),3,1
1438,2007,Lynch,1,0
26,2007,Shrek the Third,3,1
5328,2007,Transmorphers,3,1
1283,2007,Hitman,0,0
169,2007,Pirates of the Caribbean: At World&#39;s End,3,1
3230,2007,Elizabeth: The Golden Age,3,1
240,2007,Son of Rambow,1,0
5530,2007,Bourne Ultimatum. The,2,0
2473,2007,Hostel: Part II,3,1
6759,2007,Les deux mondes,2,0
755,2007,Waitress,3,1
5075,2007,Fantastic Four: Rise of the Silver Surfer,3,1
177,2007,There Will Be Blood,0,0
4040,2007,Barbie as the Island Princess,3,1
7519,2007,Bee Movie,1,0
5245,2007,Smiley Face,3,1
6057,2007,High School Musical 2 (TV Movie),3,1
7,2007,Death Proof,3,1
8525,2007,Water Horse. The,0,0
3629,2007,Inside,3,1
14,2007,Ratatouille,1,0
9352,2007,Hungry Bitches,3,1
2364,2007,Signal. The,2,0
6616,2007,Run. Fatboy. Run,1,0
4121,2007,Bhool Bhulaiyaa,1,0
3777,2007,Blades of Glory,3,1
410,2007,Fred Claus,1,0
2371,2007,Gone Baby Gone,3,1
5461,2007,Gracie,3,1
7395,2007,American Gangster,1,0
1344,2007,After Sex,3,1
4029,2007,Number 23. The,1,0
